polygon wkt,period,numSamples,abundanceType,auto_and_mix_dinos,carniv_zoo,ciliates,copepods,crustacean,diatom,dinoflagellate,fish_larvae,gelatinous,holoplankton,lg_copepods,lg_phyto,meroplankton,non_carniv_zoo,pelagic_diatoms,phytoplankton,potentially_toxic/nuisance_diatoms,potentially_toxic/nuisance_dinos,sm_copepods,sm_phyto,tychopelagic_diatoms,taxa used
"POLYGON ((1 55, 3 55, 3 53, 1 53, 1 55))",1968-08,8,ind/3m^3,101875.0,8.875,n/a,287.75,327.375,37500.0,101875.0,0.25,n/a,328.75,19.0,131250.0,1601.5,1921.375,25625.0,139375.0,n/a,n/a,137.5,n/a,11875.0,"{""auto_and_mix_dinos"": [""Ceratium tripos"", ""Ceratium lineatum"", ""Ceratium longipes"", ""Ceratium horridum"", ""Ceratium furca"", ""Ceratium fusus""], ""carniv_zoo"": [""Chaetognatha eyecount"", ""Thecosomata (North Atlantic)""], ""copepods"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Temora longicornis"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Temora longicornis"", ""Podon spp."", ""Decapoda larvae (Total)"", ""Para-Pseudocalanus spp.""], ""diatom"": [""Rhizosolenia imbricata"", ""Navicula spp."", ""Odontella regia"", ""Chaetoceros(Hyalochaete) spp."", ""Proboscia alata"", ""Gyrosigma spp."", ""Rhizosolenia hebetata semispina""], ""dinoflagellate"": [""Ceratium tripos"", ""Ceratium lineatum"", ""Ceratium longipes"", ""Ceratium horridum"", ""Ceratium furca"", ""Ceratium fusus""], ""fish_larvae"": [""Fish larvae""], ""holoplankton"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Temora longicornis"", ""Podon spp."", ""Chaetognatha eyecount"", ""Thecosomata (North Atlantic)"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus""], ""lg_phyto"": [""Ceratium tripos"", ""Rhizosolenia imbricata"", ""Ceratium longipes"", ""Odontella regia"", ""Ceratium furca"", ""Ceratium horridum"", ""Proboscia alata"", ""Ceratium fusus"", ""Ceratium lineatum"", ""Rhizosolenia hebetata semispina"", ""Gyrosigma spp.""], ""meroplankton"": [""Echinoderm larvae"", ""Parasitic Nematoda"", ""Decapoda larvae (Total)""], ""non_carniv_zoo"": [""Echinoderm larvae"", ""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Temora longicornis"", ""Fish larvae"", ""Podon spp."", ""Decapoda larvae (Total)"", ""Para-Pseudocalanus spp.""], ""pelagic_diatoms"": [""Chaetoceros(Hyalochaete) spp."", ""Proboscia alata"", ""Rhizosolenia hebetata semispina"", ""Rhizosolenia imbricata""], ""phytoplankton"": [""Ceratium tripos"", ""Rhizosolenia imbricata"", ""Ceratium longipes"", ""Odontella regia"", ""Ceratium furca"", ""Ceratium horridum"", ""Chaetoceros(Hyalochaete) spp."", ""Ceratium fusus"", ""Proboscia alata"", ""Rhizosolenia hebetata semispina"", ""Ceratium lineatum"", ""Navicula spp."", ""Gyrosigma spp.""], ""sm_copepods"": [""Acartia spp. (unidentified)"", ""Temora longicornis"", ""Oithona spp.""], ""tychopelagic_diatoms"": [""Navicula spp."", ""Odontella regia"", ""Gyrosigma spp.""]}"
"POLYGON ((1 55, 3 55, 3 53, 1 53, 1 55))",1968-09,4,ind/3m^3,67500.0,6.5,n/a,426.75,452.75,47500.0,67500.0,1.25,n/a,433.25,1.75,111250.0,38.5,466.5,40000.0,115000.0,n/a,n/a,400.0,n/a,7500.0,"{""auto_and_mix_dinos"": [""Ceratium lineatum"", ""Ceratium horridum"", ""Ceratium furca"", ""Ceratium fusus""], ""carniv_zoo"": [""Chaetognatha eyecount""], ""copepods"": [""Harpacticoida Total Traverse"", ""Calanus finmarchicus"", ""Oithona spp."", ""Calanus helgolandicus"", ""Temora longicornis"", ""Centropages hamatus"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Calanus finmarchicus"", ""Oithona spp."", ""Temora longicornis"", ""Centropages hamatus"", ""Harpacticoida Total Traverse"", ""Calanus helgolandicus"", ""Decapoda larvae (Total)"", ""Para-Pseudocalanus spp.""], ""diatom"": [""Rhizosolenia imbricata"", ""Bellerochea malleus"", ""Chaetoceros(Hyalochaete) spp."", ""Proboscia alata"", ""Pseudo-nitzschia seriata complex"", ""Rhizosolenia hebetata semispina"", ""Leptocylindrus danicus"", ""Odontella sinensis""], ""dinoflagellate"": [""Ceratium lineatum"", ""Ceratium horridum"", ""Ceratium furca"", ""Ceratium fusus""], ""fish_larvae"": [""Fish larvae""], ""holoplankton"": [""Calanus finmarchicus"", ""Oithona spp."", ""Temora longicornis"", ""Centropages hamatus"", ""Harpacticoida Total Traverse"", ""Calanus helgolandicus"", ""Chaetognatha eyecount"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus finmarchicus"", ""Calanus helgolandicus""], ""lg_phyto"": [""Rhizosolenia imbricata"", ""Ceratium horridum"", ""Ceratium furca"", ""Bellerochea malleus"", ""Proboscia alata"", ""Ceratium fusus"", ""Ceratium lineatum"", ""Pseudo-nitzschia seriata complex"", ""Rhizosolenia hebetata semispina"", ""Leptocylindrus danicus"", ""Odontella sinensis""], ""meroplankton"": [""Echinoderm larvae"", ""Decapoda larvae (Total)""], ""non_carniv_zoo"": [""Echinoderm larvae"", ""Calanus finmarchicus"", ""Oithona spp."", ""Temora longicornis"", ""Centropages hamatus"", ""Harpacticoida Total Traverse"", ""Fish larvae"", ""Calanus helgolandicus"", ""Decapoda larvae (Total)"", ""Para-Pseudocalanus spp.""], ""pelagic_diatoms"": [""Rhizosolenia imbricata"", ""Bellerochea malleus"", ""Chaetoceros(Hyalochaete) spp."", ""Proboscia alata"", ""Pseudo-nitzschia seriata complex"", ""Rhizosolenia hebetata semispina"", ""Leptocylindrus danicus""], ""phytoplankton"": [""Rhizosolenia imbricata"", ""Ceratium horridum"", ""Ceratium furca"", ""Bellerochea malleus"", ""Chaetoceros(Hyalochaete) spp."", ""Proboscia alata"", ""Ceratium fusus"", ""Ceratium lineatum"", ""Pseudo-nitzschia seriata complex"", ""Rhizosolenia hebetata semispina"", ""Leptocylindrus danicus"", ""Odontella sinensis""], ""sm_copepods"": [""Harpacticoida Total Traverse"", ""Oithona spp."", ""Temora longicornis"", ""Centropages hamatus""], ""tychopelagic_diatoms"": [""Odontella sinensis""]}"
"POLYGON ((1 55, 3 55, 3 53, 1 53, 1 55))",1968-10,10,ind/3m^3,16000.0,1.0,n/a,522.4,524.0,29500.0,17500.0,n/a,n/a,523.6,32.4,38000.0,56.3,579.0,20000.0,47000.0,n/a,n/a,265.0,n/a,9500.0,"{""auto_and_mix_dinos"": [""Ceratium longipes"", ""Ceratium horridum"", ""Ceratium furca"", ""Ceratium fusus""], ""carniv_zoo"": [""Chaetognatha eyecount"", ""Tomopteris spp.""], ""copepods"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Oithona spp."", ""Temora longicornis"", ""Calanus helgolandicus"", ""Centropages typicus"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Oithona spp."", ""Euphausiacea Total"", ""Temora longicornis"", ""Cumacea"", ""Mysidacea"", ""Calanus helgolandicus"", ""Centropages typicus"", ""Decapoda larvae (Total)"", ""Para-Pseudocalanus spp.""], ""diatom"": [""Rhizosolenia imbricata"", ""Odontella regia"", ""Guinardia striata"", ""Chaetoceros(Hyalochaete) spp."", ""Thalassiosira spp."", ""Proboscia alata"", ""Cylindrotheca closterium"", ""Lauderia annulata"", ""Navicula spp."", ""Rhizosolenia styliformis"", ""Odontella sinensis""], ""dinoflagellate"": [""Ceratium longipes"", ""Ceratium horridum"", ""Ceratium furca"", ""Protoperidinium spp."", ""Ceratium fusus""], ""holoplankton"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Oithona spp."", ""Tomopteris spp."", ""Euphausiacea Total"", ""Temora longicornis"", ""Mysidacea"", ""Calanus helgolandicus"", ""Centropages typicus"", ""Chaetognatha eyecount"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus helgolandicus""], ""lg_phyto"": [""Rhizosolenia imbricata"", ""Ceratium longipes"", ""Ceratium horridum"", ""Ceratium furca"", ""Odontella regia"", ""Guinardia striata"", ""Ceratium fusus"", ""Proboscia alata"", ""Cylindrotheca closterium"", ""Lauderia annulata"", ""Rhizosolenia styliformis"", ""Odontella sinensis""], ""meroplankton"": [""Echinoderm larvae"", ""Cyphonautes"", ""Decapoda larvae (Total)""], ""non_carniv_zoo"": [""Echinoderm larvae"", ""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Oithona spp."", ""Euphausiacea Total"", ""Cyphonautes"", ""Temora longicornis"", ""Cumacea"", ""Mysidacea"", ""Calanus helgolandicus"", ""Centropages typicus"", ""Decapoda larvae (Total)"", ""Para-Pseudocalanus spp.""], ""pelagic_diatoms"": [""Rhizosolenia imbricata"", ""Lauderia annulata"", ""Cylindrotheca closterium"", ""Guinardia striata"", ""Chaetoceros(Hyalochaete) spp."", ""Thalassiosira spp."", ""Rhizosolenia styliformis"", ""Proboscia alata""], ""phytoplankton"": [""Rhizosolenia imbricata"", ""Ceratium longipes"", ""Ceratium horridum"", ""Guinardia striata"", ""Ceratium furca"", ""Odontella regia"", ""Chaetoceros(Hyalochaete) spp."", ""Ceratium fusus"", ""Thalassiosira spp."", ""Proboscia alata"", ""Protoperidinium spp."", ""Cylindrotheca closterium"", ""Lauderia annulata"", ""Navicula spp."", ""Rhizosolenia styliformis"", ""Odontella sinensis""], ""sm_copepods"": [""Acartia spp. (unidentified)"", ""Oithona spp."", ""Centropages typicus"", ""Temora longicornis""], ""tychopelagic_diatoms"": [""Navicula spp."", ""Odontella regia"", ""Odontella sinensis""]}"
"POLYGON ((1 55, 3 55, 3 53, 1 53, 1 55))",1968-11,9,ind/3m^3,17777.778,3.0,n/a,204.111,205.556,40555.556,17777.778,0.111,n/a,207.333,9.667,58333.333,0.556,205.333,15000.0,58333.333,n/a,n/a,133.333,n/a,25555.556,"{""auto_and_mix_dinos"": [""Ceratium fusus"", ""Ceratium horridum"", ""Ceratium macroceros""], ""carniv_zoo"": [""Labidocera wollastoni"", ""Tomopteris spp."", ""Hyperiidea (Total)"", ""Chaetognatha eyecount""], ""copepods"": [""Acartia spp. (unidentified)"", ""Oithona spp."", ""Calanus finmarchicus"", ""Temora longicornis"", ""Labidocera wollastoni"", ""Calanus helgolandicus"", ""Centropages typicus"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Acartia spp. (unidentified)"", ""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Temora longicornis"", ""Cumacea"", ""Labidocera wollastoni"", ""Centropages typicus"", ""Calanus helgolandicus"", ""Gammaridea"", ""Hyperiidea (Total)"", ""Decapoda larvae (Total)"", ""Para-Pseudocalanus spp.""], ""diatom"": [""Odontella regia"", ""Proboscia alata"", ""Fragilaria spp."", ""Thalassionema nitzschioides"", ""Pseudo-nitzschia seriata complex"", ""Pseudo-nitzschia delicatissima complex"", ""Rhizosolenia styliformis"", ""Odontella sinensis"", ""Proboscia indica""], ""dinoflagellate"": [""Ceratium fusus"", ""Ceratium horridum"", ""Ceratium macroceros""], ""fish_larvae"": [""Fish larvae""], ""holoplankton"": [""Acartia spp. (unidentified)"", ""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Tomopteris spp."", ""Temora longicornis"", ""Labidocera wollastoni"", ""Calanus helgolandicus"", ""Centropages typicus"", ""Hyperiidea (Total)"", ""Chaetognatha eyecount"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Labidocera wollastoni"", ""Calanus finmarchicus"", ""Calanus helgolandicus""], ""lg_phyto"": [""Ceratium horridum"", ""Odontella regia"", ""Ceratium macroceros"", ""Ceratium fusus"", ""Proboscia alata"", ""Fragilaria spp."", ""Thalassionema nitzschioides"", ""Pseudo-nitzschia seriata complex"", ""Pseudo-nitzschia delicatissima complex"", ""Rhizosolenia styliformis"", ""Odontella sinensis"", ""Proboscia indica""], ""meroplankton"": [""Decapoda larvae (Total)""], ""non_carniv_zoo"": [""Acartia spp. (unidentified)"", ""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Temora longicornis"", ""Cumacea"", ""Fish larvae"", ""Centropages typicus"", ""Calanus helgolandicus"", ""Gammaridea"", ""Decapoda larvae (Total)"", ""Para-Pseudocalanus spp.""], ""pelagic_diatoms"": [""Fragilaria spp."", ""Thalassionema nitzschioides"", ""Pseudo-nitzschia seriata complex"", ""Proboscia alata"", ""Pseudo-nitzschia delicatissima complex"", ""Rhizosolenia styliformis"", ""Proboscia indica""], ""phytoplankton"": [""Ceratium horridum"", ""Odontella regia"", ""Ceratium macroceros"", ""Ceratium fusus"", ""Proboscia alata"", ""Fragilaria spp."", ""Thalassionema nitzschioides"", ""Pseudo-nitzschia seriata complex"", ""Pseudo-nitzschia delicatissima complex"", ""Rhizosolenia styliformis"", ""Odontella sinensis"", ""Proboscia indica""], ""sm_copepods"": [""Acartia spp. (unidentified)"", ""Oithona spp."", ""Centropages typicus"", ""Temora longicornis""], ""tychopelagic_diatoms"": [""Odontella regia"", ""Odontella sinensis""]}"
"POLYGON ((1 55, 3 55, 3 53, 1 53, 1 55))",1968-12,4,ind/3m^3,3750.0,1.75,n/a,89.75,90.5,n/a,3750.0,n/a,n/a,92.0,2.25,3750.0,n/a,90.5,n/a,3750.0,n/a,n/a,25.0,n/a,n/a,"{""auto_and_mix_dinos"": [""Ceratium fusus""], ""carniv_zoo"": [""Chaetognatha eyecount"", ""Tomopteris spp.""], ""copepods"": [""Calanus finmarchicus"", ""Calanus helgolandicus"", ""Temora longicornis"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Calanus finmarchicus"", ""Gammaridea"", ""Euphausiacea Total"", ""Calanus helgolandicus"", ""Temora longicornis"", ""Para-Pseudocalanus spp.""], ""dinoflagellate"": [""Ceratium fusus""], ""holoplankton"": [""Calanus finmarchicus"", ""Euphausiacea Total"", ""Tomopteris spp."", ""Temora longicornis"", ""Calanus helgolandicus"", ""Chaetognatha eyecount"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus finmarchicus"", ""Calanus helgolandicus""], ""lg_phyto"": [""Ceratium fusus""], ""non_carniv_zoo"": [""Calanus finmarchicus"", ""Gammaridea"", ""Euphausiacea Total"", ""Calanus helgolandicus"", ""Temora longicornis"", ""Para-Pseudocalanus spp.""], ""phytoplankton"": [""Ceratium fusus""], ""sm_copepods"": [""Temora longicornis""]}"
"POLYGON ((1 55, 3 55, 3 53, 1 53, 1 55))",1969-01,8,ind/3m^3,1875.0,4.375,n/a,41.375,44.125,3750.0,1875.0,1.125,n/a,48.25,3.875,1875.0,n/a,45.125,1875.0,5625.0,n/a,n/a,18.75,n/a,1875.0,"{""auto_and_mix_dinos"": [""Ceratium furca""], ""carniv_zoo"": [""Hyperiidea (Total)"", ""Chaetognatha eyecount""], ""copepods"": [""Acartia spp. (unidentified)"", ""Calanus finmarchicus"", ""Calanus helgolandicus"", ""Temora longicornis"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Acartia spp. (unidentified)"", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Temora longicornis"", ""Calanus helgolandicus"", ""Gammaridea"", ""Hyperiidea (Total)"", ""Para-Pseudocalanus spp.""], ""diatom"": [""Thalassiosira spp."", ""Paralia sulcata""], ""dinoflagellate"": [""Ceratium furca""], ""fish_larvae"": [""Fish eggs (Total)"", ""Fish larvae""], ""holoplankton"": [""Acartia spp. (unidentified)"", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Temora longicornis"", ""Calanus helgolandicus"", ""Hyperiidea (Total)"", ""Chaetognatha eyecount"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus finmarchicus"", ""Calanus helgolandicus""], ""lg_phyto"": [""Ceratium furca""], ""non_carniv_zoo"": [""Acartia spp. (unidentified)"", ""Fish eggs (Total)"", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Temora longicornis"", ""Fish larvae"", ""Calanus helgolandicus"", ""Gammaridea"", ""Para-Pseudocalanus spp.""], ""pelagic_diatoms"": [""Thalassiosira spp.""], ""phytoplankton"": [""Thalassiosira spp."", ""Ceratium furca"", ""Paralia sulcata""], ""sm_copepods"": [""Acartia spp. (unidentified)"", ""Temora longicornis""], ""tychopelagic_diatoms"": [""Paralia sulcata""]}"
"POLYGON ((1 55, 3 55, 3 53, 1 53, 1 55))",1969-02,15,ind/3m^3,1000.0,2.6,n/a,120.933,122.733,5000.0,1000.0,1.933,n/a,124.733,4.267,3000.0,0.333,124.6,3000.0,6000.0,n/a,n/a,30.0,1000.0,2000.0,"{""auto_and_mix_dinos"": [""Ceratium macroceros""], ""carniv_zoo"": [""Hyperiidea (Total)"", ""Chaetognatha eyecount""], ""copepods"": [""Oithona spp."", ""Calanus finmarchicus"", ""Metridia lucens"", ""Calanus helgolandicus"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Metridia lucens"", ""Cumacea"", ""Gammaridea"", ""Calanus helgolandicus"", ""Hyperiidea (Total)"", ""Decapoda larvae (Total)"", ""Para-Pseudocalanus spp.""], ""diatom"": [""Skeletonema costatum"", ""Coscinodiscus concinnus"", ""Chaetoceros(Hyalochaete) spp."", ""Fragilaria spp."", ""Paralia sulcata""], ""dinoflagellate"": [""Ceratium macroceros""], ""fish_larvae"": [""Fish eggs (Total)"", ""Fish larvae""], ""holoplankton"": [""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Metridia lucens"", ""Calanus helgolandicus"", ""Hyperiidea (Total)"", ""Chaetognatha eyecount"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Calanus helgolandicus""], ""lg_phyto"": [""Fragilaria spp."", ""Coscinodiscus concinnus"", ""Ceratium macroceros""], ""meroplankton"": [""Decapoda larvae (Total)"", ""Parasitic Nematoda""], ""non_carniv_zoo"": [""Fish eggs (Total)"", ""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Metridia lucens"", ""Cumacea"", ""Fish larvae"", ""Gammaridea"", ""Calanus helgolandicus"", ""Decapoda larvae (Total)"", ""Para-Pseudocalanus spp.""], ""pelagic_diatoms"": [""Chaetoceros(Hyalochaete) spp."", ""Fragilaria spp."", ""Skeletonema costatum""], ""phytoplankton"": [""Skeletonema costatum"", ""Coscinodiscus concinnus"", ""Ceratium macroceros"", ""Chaetoceros(Hyalochaete) spp."", ""Fragilaria spp."", ""Paralia sulcata""], ""potentially_toxic/nuisance_diatoms"": [""Skeletonema costatum""], ""sm_copepods"": [""Oithona spp.""], ""sm_phyto"": [""Skeletonema costatum""], ""tychopelagic_diatoms"": [""Coscinodiscus concinnus"", ""Paralia sulcata""]}"
"POLYGON ((1 55, 3 55, 3 53, 1 53, 1 55))",1969-03,10,ind/3m^3,n/a,5.4,n/a,100.7,102.1,13000.0,n/a,0.6,n/a,106.9,5.7,11500.0,n/a,102.6,11500.0,13000.0,n/a,n/a,20.0,n/a,1500.0,"{""carniv_zoo"": [""Chaetognatha eyecount""], ""copepods"": [""Oithona spp."", ""Calanus finmarchicus"", ""Sapphirina spp."", ""Temora longicornis"", ""Calanus helgolandicus"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Temora longicornis"", ""Sapphirina spp."", ""Calanus helgolandicus"", ""Gammaridea"", ""Para-Pseudocalanus spp.""], ""diatom"": [""Thalassionema nitzschioides"", ""Odontella sinensis"", ""Chaetoceros(Hyalochaete) spp."", ""Fragilaria spp."", ""Bacillaria paxillifera""], ""fish_larvae"": [""Fish eggs (Total)"", ""Fish larvae""], ""holoplankton"": [""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Temora longicornis"", ""Calanus helgolandicus"", ""Chaetognatha eyecount"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus finmarchicus"", ""Calanus helgolandicus"", ""Sapphirina spp.""], ""lg_phyto"": [""Fragilaria spp."", ""Bacillaria paxillifera"", ""Thalassionema nitzschioides"", ""Odontella sinensis""], ""non_carniv_zoo"": [""Fish eggs (Total)"", ""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Temora longicornis"", ""Fish larvae"", ""Calanus helgolandicus"", ""Gammaridea"", ""Para-Pseudocalanus spp.""], ""pelagic_diatoms"": [""Chaetoceros(Hyalochaete) spp."", ""Fragilaria spp."", ""Thalassionema nitzschioides"", ""Bacillaria paxillifera""], ""phytoplankton"": [""Thalassionema nitzschioides"", ""Odontella sinensis"", ""Chaetoceros(Hyalochaete) spp."", ""Fragilaria spp."", ""Bacillaria paxillifera""], ""sm_copepods"": [""Temora longicornis"", ""Oithona spp.""], ""tychopelagic_diatoms"": [""Odontella sinensis""]}"
"POLYGON ((1 55, 3 55, 3 53, 1 53, 1 55))",1969-04,8,ind/3m^3,n/a,1.0,n/a,125.5,126.375,50000.0,n/a,0.25,n/a,126.875,31.75,26250.0,12.625,139.125,34375.0,50000.0,n/a,n/a,25.0,6250.0,15625.0,"{""carniv_zoo"": [""Chaetognatha eyecount""], ""copepods"": [""Harpacticoida Total Traverse"", ""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Calanus helgolandicus"", ""Temora longicornis"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Temora longicornis"", ""Cumacea"", ""Harpacticoida Total Traverse"", ""Gammaridea"", ""Calanus helgolandicus"", ""Decapoda larvae (Total)"", ""Para-Pseudocalanus spp.""], ""diatom"": [""Skeletonema costatum"", ""Odontella regia"", ""Chaetoceros(Hyalochaete) spp."", ""Thalassiosira spp."", ""Fragilaria spp."", ""Paralia sulcata"", ""Pseudo-nitzschia delicatissima complex""], ""fish_larvae"": [""Fish larvae""], ""holoplankton"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Temora longicornis"", ""Harpacticoida Total Traverse"", ""Calanus helgolandicus"", ""Chaetognatha eyecount"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Calanus helgolandicus""], ""lg_phyto"": [""Odontella regia"", ""Fragilaria spp."", ""Pseudo-nitzschia delicatissima complex""], ""meroplankton"": [""Decapoda larvae (Total)"", ""Cyphonautes""], ""non_carniv_zoo"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Cyphonautes"", ""Temora longicornis"", ""Cumacea"", ""Harpacticoida Total Traverse"", ""Fish larvae"", ""Gammaridea"", ""Calanus helgolandicus"", ""Decapoda larvae (Total)"", ""Para-Pseudocalanus spp.""], ""pelagic_diatoms"": [""Skeletonema costatum"", ""Chaetoceros(Hyalochaete) spp."", ""Thalassiosira spp."", ""Pseudo-nitzschia delicatissima complex"", ""Fragilaria spp.""], ""phytoplankton"": [""Skeletonema costatum"", ""Odontella regia"", ""Chaetoceros(Hyalochaete) spp."", ""Thalassiosira spp."", ""Fragilaria spp."", ""Paralia sulcata"", ""Pseudo-nitzschia delicatissima complex""], ""potentially_toxic/nuisance_diatoms"": [""Skeletonema costatum""], ""sm_copepods"": [""Harpacticoida Total Traverse"", ""Temora longicornis"", ""Acartia spp. (unidentified)""], ""sm_phyto"": [""Skeletonema costatum""], ""tychopelagic_diatoms"": [""Odontella regia"", ""Paralia sulcata""]}"
"POLYGON ((1 55, 3 55, 3 53, 1 53, 1 55))",1969-05,8,ind/3m^3,n/a,1.375,n/a,1105.375,1107.0,48750.0,3750.0,1.125,n/a,1107.125,749.125,9375.0,0.75,1107.875,41250.0,52500.0,n/a,n/a,150.0,n/a,7500.0,"{""carniv_zoo"": [""Hyperiidea (Total)"", ""Chaetognatha eyecount""], ""copepods"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Temora longicornis"", ""Centropages hamatus"", ""Harpacticoida Total Traverse"", ""Calanus helgolandicus"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Centropages hamatus"", ""Calanus helgolandicus"", ""Hyperiidea (Total)"", ""Decapoda larvae (Total)"", ""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Temora longicornis"", ""Harpacticoida Total Traverse"", ""Gammaridea"", ""Para-Pseudocalanus spp.""], ""diatom"": [""Chaetoceros(Hyalochaete) spp."", ""Thalassiosira spp."", ""Coscinodiscus spp. (Unidentified)"", ""Fragilaria spp."", ""Odontella aurita"", ""Paralia sulcata"", ""Thalassionema nitzschioides"", ""Odontella sinensis""], ""dinoflagellate"": [""Protoperidinium spp.""], ""fish_larvae"": [""Fish eggs (Total)"", ""Fish larvae""], ""holoplankton"": [""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Centropages hamatus"", ""Calanus helgolandicus"", ""Hyperiidea (Total)"", ""Chaetognatha eyecount"", ""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Temora longicornis"", ""Harpacticoida Total Traverse"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Calanus helgolandicus""], ""lg_phyto"": [""Thalassionema nitzschioides"", ""Odontella sinensis"", ""Fragilaria spp."", ""Coscinodiscus spp. (Unidentified)"", ""Odontella aurita""], ""meroplankton"": [""Decapoda larvae (Total)""], ""non_carniv_zoo"": [""Fish eggs (Total)"", ""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Centropages hamatus"", ""Fish larvae"", ""Calanus helgolandicus"", ""Decapoda larvae (Total)"", ""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Temora longicornis"", ""Harpacticoida Total Traverse"", ""Gammaridea"", ""Para-Pseudocalanus spp.""], ""pelagic_diatoms"": [""Thalassionema nitzschioides"", ""Chaetoceros(Hyalochaete) spp."", ""Thalassiosira spp."", ""Fragilaria spp.""], ""phytoplankton"": [""Chaetoceros(Hyalochaete) spp."", ""Thalassiosira spp."", ""Fragilaria spp."", ""Coscinodiscus spp. (Unidentified)"", ""Protoperidinium spp."", ""Odontella aurita"", ""Paralia sulcata"", ""Thalassionema nitzschioides"", ""Odontella sinensis""], ""sm_copepods"": [""Acartia spp. (unidentified)"", ""Harpacticoida Total Traverse"", ""Oithona spp."", ""Temora longicornis"", ""Centropages hamatus""], ""tychopelagic_diatoms"": [""Odontella sinensis"", ""Coscinodiscus spp. (Unidentified)"", ""Odontella aurita"", ""Paralia sulcata""]}"
